Radionuclide,Element,Z,A,Metastable_state,Half_life,Half_life_units,Half_life_s,Half_life_readable,Num_decay_modes,Mode_1,Fraction_1,Progeny_1,Mode_2,Fraction_2,Progeny_2,Mode_3,Fraction_3,Progeny_3,Mode_4,Fraction_4,Progeny_4
Pa-232,Pa,91,232,,1.31,d,113184.0,1.31 d,2,β-,1.0,U-232,EC,3e-05,Th-232,,,,,,
Pa-233,Pa,91,233,,26.967,d,2329948.8,26.967 d,1,β-,1.0,U-233,,,,,,,,,
Pa-234,Pa,91,234,,6.70,h,24120.0,6.70 h,1,β-,1.0,U-234,,,,,,,,,
Pa-234m,Pa,91,234,m,1.17,m,70.19999999999999,1.17 m,2,β-,0.9984,U-234,IT,0.0016,Pa-234,,,,,,
Pa-235,Pa,91,235,,24.5,m,1470.0,24.5 m,2,β-,0.9999,U-235m,β-,0.00010109,U-235,,,,,,
Pa-236,Pa,91,236,,9.1,m,546.0,9.1 m,1,β-,1.0,U-236,,,,,,,,,
Pa-237,Pa,91,237,,8.7,m,522.0,8.7 m,1,β-,1.0,U-237,,,,,,,,,
Pb-194,Pb,82,194,,12.0,m,720.0,12.0 m,2,β+ & EC,1.0,Tl-194,α,7.3e-08,Hg-190,,,,,,
Pb-195m,Pb,82,195,m,15,m,900.0,15 m,1,β+ & EC,1.0,Tl-195,,,,,,,,,
Pb-196,Pb,82,196,,37,m,2220.0,37 m,1,β+ & EC,1.0,Tl-196,,,,,,,,,
Pb-197,Pb,82,197,,8,m,480.0,8 m,1,β+ & EC,1.0,Tl-197,,,,,,,,,
Pb-197m,Pb,82,197,m,43,m,2580.0,43 m,2,β+ & EC,0.81,Tl-197,IT,0.19,Pb-197,,,,,,
Pb-198,Pb,82,198,,2.4,h,8640.0,2.4 h,1,EC,1.0,Tl-198,,,,,,,,,
Pb-199,Pb,82,199,,90,m,5400.0,90 m,1,β+ & EC,1.0,Tl-199,,,,,,,,,
Pb-200,Pb,82,200,,21.5,h,77400.0,21.5 h,1,EC,1.0,Tl-200,,,,,,,,,
Pb-201,Pb,82,201,,9.33,h,33588.0,9.33 h,1,β+ & EC,1.0,Tl-201,,,,,,,,,
Pb-201m,Pb,82,201,m,61,s,61.0,61 s,1,IT,1.0,Pb-201,,,,,,,,,
Pb-202,Pb,82,202,,5.25E+4,y,1656738619200.0,52.5 ky,2,EC,0.99,Tl-202,α,0.01,Hg-198,,,,,,
Pb-202m,Pb,82,202,m,3.53,h,12708.0,3.53 h,2,IT,0.905,Pb-202,EC,0.095,Tl-202,,,,,,
Pb-203,Pb,82,203,,51.873,h,186742.8,51.873 h,1,EC,1.0,Tl-203,,,,,,,,,
Pb-204m,Pb,82,204,m,67.2,m,4032.0,67.2 m,1,IT,1.0,Pb-204,,,,,,,,,
Pb-205,Pb,82,205,,1.53E+7,y,482820969024000.0,15.3 My,1,EC,1.0,Tl-205,,,,,,,,,
Pb-209,Pb,82,209,,3.253,h,11710.800000000001,3.253 h,1,β-,1.0,Bi-209,,,,,,,,,
Pb-210,Pb,82,210,,22.20,y,700563758.9760001,22.20 y,2,β-,1.0,Bi-210,α,1.9e-08,Hg-206,,,,,,
Pb-211,Pb,82,211,,36.1,m,2166.0,36.1 m,1,β-,1.0,Bi-211,,,,,,,,,
Pb-212,Pb,82,212,,10.64,h,38304.0,10.64 h,1,β-,1.0,Bi-212,,,,,,,,,
Pb-214,Pb,82,214,,26.8,m,1608.0,26.8 m,1,β-,1.0,Bi-214,,,,,,,,,
Pd-100,Pd,46,100,,3.63,d,313632.0,3.63 d,1,EC,1.0,Rh-100,,,,,,,,,
Pd-101,Pd,46,101,,8.47,h,30492.000000000004,8.47 h,2,β+ & EC,0.9973,Rh-101m,β+ & EC,0.0027,Rh-101,,,,,,
Pd-103,Pd,46,103,,16.991,d,1468022.4,16.991 d,2,EC,0.99875,Rh-103m,EC,0.0012512,Rh-103,,,,,,
Pd-107,Pd,46,107,,6.5E+6,y,205120019520000.0,6.5 My,1,β-,1.0,Ag-107,,,,,,,,,
Pd-109,Pd,46,109,,13.7012,h,49324.32,13.7012 h,1,β-,1.0,Ag-109,,,,,,,,,
Pd-109m,Pd,46,109,m,4.69,m,281.40000000000003,4.69 m,1,IT,1.0,Pd-109,,,,,,,,,
Pd-111,Pd,46,111,,23.4,m,1404.0,23.4 m,2,β-,0.99756,Ag-111m,β-,0.0024368,Ag-111,,,,,,
Pd-112,Pd,46,112,,21.03,h,75708.0,21.03 h,1,β-,1.0,Ag-112,,,,,,,,,
Pd-114,Pd,46,114,,2.42,m,145.2,2.42 m,1,β-,1.0,Ag-114,,,,,,,,,
Pd-96,Pd,46,96,,122,s,122.0,122 s,1,β+ & EC,1.0,Rh-96m,,,,,,,,,
Pd-97,Pd,46,97,,3.10,m,186.0,3.10 m,2,β+ & EC,0.98838,Rh-97,β+ & EC,0.011622,Rh-97m,,,,,,
Pd-98,Pd,46,98,,17.7,m,1062.0,17.7 m,1,β+ & EC,1.0,Rh-98,,,,,,,,,
Pd-99,Pd,46,99,,21.4,m,1284.0,21.4 m,2,β+ & EC,0.96647,Rh-99m,β+ & EC,0.033529,Rh-99,,,,,,
Pm-136,Pm,61,136,,107,s,107.0,107 s,1,β+ & EC,1.0,Nd-136,,,,,,,,,
Pm-137m,Pm,61,137,m,2.4,m,144.0,2.4 m,1,β+ & EC,1.0,Nd-137,,,,,,,,,
Pm-139,Pm,61,139,,4.15,m,249.00000000000003,4.15 m,1,β+ & EC,1.0,Nd-139,,,,,,,,,
Pm-140,Pm,61,140,,9.2,s,9.2,9.2 s,1,β+ & EC,1.0,Nd-140,,,,,,,,,
Pm-140m,Pm,61,140,m,5.95,m,357.0,5.95 m,1,β+ & EC,1.0,Nd-140,,,,,,,,,
Pm-141,Pm,61,141,,20.90,m,1254.0,20.90 m,2,β+ & EC,0.99833,Nd-141,β+ & EC,0.0016651,Nd-141m,,,,,,
Pm-142,Pm,61,142,,40.5,s,40.5,40.5 s,1,β+ & EC,1.0,Nd-142,,,,,,,,,
Pm-143,Pm,61,143,,265,d,22896000.0,265 d,1,EC,1.0,Nd-143,,,,,,,,,
Pm-144,Pm,61,144,,363,d,31363200.0,363 d,1,EC,1.0,Nd-144,,,,,,,,,
Pm-145,Pm,61,145,,17.7,y,558557591.616,17.7 y,2,EC,1.0,Nd-145,α,2.8e-09,Pr-141,,,,,,
Pm-146,Pm,61,146,,5.53,y,174509801.2224,5.53 y,2,β-,0.34,Sm-146,EC,0.66,Nd-146,,,,,,
Pm-147,Pm,61,147,,2.6234,y,82786439.87827201,2.6234 y,1,β-,1.0,Sm-147,,,,,,,,,
Pm-148,Pm,61,148,,5.368,d,463795.2,5.368 d,1,β-,1.0,Sm-148,,,,,,,,,
Pm-148m,Pm,61,148,m,41.29,d,3567456.0,41.29 d,2,β-,0.958,Sm-148,IT,0.042,Pm-148,,,,,,
Pm-149,Pm,61,149,,53.08,h,191088.0,53.08 h,1,β-,1.0,Sm-149,,,,,,,,,
Pm-150,Pm,61,150,,2.68,h,9648.0,2.68 h,1,β-,1.0,Sm-150,,,,,,,,,
Pm-151,Pm,61,151,,28.40,h,102240.0,28.40 h,1,β-,1.0,Sm-151,,,,,,,,,
Pm-152,Pm,61,152,,4.12,m,247.20000000000002,4.12 m,1,β-,1.0,Sm-152,,,,,,,,,
Pm-152m,Pm,61,152,m,7.52,m,451.2,7.52 m,1,β-,1.0,Sm-152,,,,,,,,,
Pm-153,Pm,61,153,,5.25,m,315.0,5.25 m,1,β-,1.0,Sm-153,,,,,,,,,
Pm-154,Pm,61,154,,1.73,m,103.8,1.73 m,1,β-,1.0,Sm-154,,,,,,,,,
Pm-154m,Pm,61,154,m,2.68,m,160.8,2.68 m,1,β-,1.0,Sm-154,,,,,,,,,
Po-203,Po,84,203,,36.7,m,2202.0,36.7 m,2,β+ & EC,0.9989,Bi-203,α,0.0011,Pb-199,,,,,,
Po-204,Po,84,204,,3.53,h,12708.0,3.53 h,2,EC,0.9934,Bi-204,α,0.0066,Pb-200,,,,,,
Po-205,Po,84,205,,1.66,h,5976.0,1.66 h,2,β+ & EC,0.999,Bi-205,α,0.0004,Pb-201,,,,,,
Po-206,Po,84,206,,8.8,d,760320.0000000001,8.8 d,2,EC,0.9455,Bi-206,α,0.0545,Pb-202,,,,,,
Po-207,Po,84,207,,5.80,h,20880.0,5.80 h,2,β+ & EC,0.99979,Bi-207,α,0.00021,Pb-203,,,,,,
Po-208,Po,84,208,,2.898,y,91451971.77984,2.898 y,2,EC,2.23e-05,Bi-208,α,0.99998,Pb-204,,,,,,
Po-209,Po,84,209,,102,y,3218806460.1600003,102 y,2,α,0.9952,Pb-205,EC,0.0048,Bi-209,,,,,,
Po-210,Po,84,210,,138.376,d,11955686.4,138.376 d,1,α,1.0,Pb-206,,,,,,,,,
Po-211,Po,84,211,,0.516,s,0.516,0.516 s,1,α,1.0,Pb-207,,,,,,,,,
Po-212,Po,84,212,,2.99E-7,s,2.99e-07,0.299 μs,1,α,1.0,Pb-208,,,,,,,,,
Po-212m,Po,84,212,m,45.1,s,45.1,45.1 s,1,α,0.9993,Pb-208,,,,,,,,,
Po-213,Po,84,213,,4.2E-6,s,4.2e-06,4.2 μs,1,α,1.0,Pb-209,,,,,,,,,
Po-214,Po,84,214,,1.643E-4,s,0.0001643,0.1643 ms,1,α,1.0,Pb-210,,,,,,,,,
Po-215,Po,84,215,,1.781E-3,s,0.001781,1.781 ms,1,α,1.0,Pb-211,,,,,,,,,
Po-216,Po,84,216,,0.145,s,0.145,0.145 s,1,α,1.0,Pb-212,,,,,,,,,
Po-218,Po,84,218,,3.10,m,186.0,3.10 m,2,α,0.9998,Pb-214,β-,0.0002,At-218,,,,,,
Pr-134,Pr,59,134,,11,m,660.0,11 m,1,β+ & EC,1.0,Ce-134,,,,,,,,,
Pr-134m,Pr,59,134,m,17,m,1020.0,17 m,1,β+ & EC,1.0,Ce-134,,,,,,,,,
Pr-135,Pr,59,135,,24,m,1440.0,24 m,1,β+ & EC,1.0,Ce-135,,,,,,,,,
Pr-136,Pr,59,136,,13.1,m,786.0,13.1 m,1,β+ & EC,1.0,Ce-136,,,,,,,,,
Pr-137,Pr,59,137,,1.28,h,4608.0,1.28 h,1,β+ & EC,1.0,Ce-137,,,,,,,,,
Pr-138,Pr,59,138,,1.45,m,87.0,1.45 m,1,β+ & EC,1.0,Ce-138,,,,,,,,,
Pr-138m,Pr,59,138,m,2.12,h,7632.0,2.12 h,1,β+ & EC,1.0,Ce-138,,,,,,,,,
Pr-139,Pr,59,139,,4.41,h,15876.0,4.41 h,1,β+ & EC,1.0,Ce-139,,,,,,,,,
Pr-140,Pr,59,140,,3.39,m,203.4,3.39 m,1,β+ & EC,1.0,Ce-140,,,,,,,,,
Pr-142,Pr,59,142,,19.12,h,68832.0,19.12 h,2,β-,0.99984,Nd-142,EC,0.000164,Ce-142,,,,,,
Pr-142m,Pr,59,142,m,14.6,m,876.0,14.6 m,1,IT,1.0,Pr-142,,,,,,,,,
Pr-143,Pr,59,143,,13.57,d,1172448.0,13.57 d,1,β-,1.0,Nd-143,,,,,,,,,
Pr-144,Pr,59,144,,17.28,m,1036.8000000000002,17.28 m,1,β-,1.0,Nd-144,,,,,,,,,
Pr-144m,Pr,59,144,m,7.2,m,432.0,7.2 m,2,IT,0.9993,Pr-144,β-,0.0007,Nd-144,,,,,,
Pr-145,Pr,59,145,,5.984,h,21542.4,5.984 h,1,β-,1.0,Nd-145,,,,,,,,,
Pr-146,Pr,59,146,,24.15,m,1449.0,24.15 m,1,β-,1.0,Nd-146,,,,,,,,,
Pr-147,Pr,59,147,,13.4,m,804.0,13.4 m,1,β-,1.0,Nd-147,,,,,,,,,
Pr-148,Pr,59,148,,2.29,m,137.4,2.29 m,1,β-,1.0,Nd-148,,,,,,,,,
Pr-148m,Pr,59,148,m,2.01,m,120.6,2.01 m,1,β-,1.0,Nd-148,,,,,,,,,
Pt-184,Pt,78,184,,17.3,m,1038.0,17.3 m,2,β+ & EC,1.0,Ir-184,α,1.7e-05,Os-180,,,,,,
Pt-186,Pt,78,186,,2.08,h,7488.0,2.08 h,3,EC,0.81942,Ir-186m,EC,0.18058,Ir-186,α,1e-06,Os-182,,,
Pt-187,Pt,78,187,,2.35,h,8460.0,2.35 h,1,β+ & EC,1.0,Ir-187,,,,,,,,,
Pt-188,Pt,78,188,,10.2,d,881279.9999999999,10.2 d,2,EC,1.0,Ir-188,α,2.9e-07,Os-184,,,,,,
Pt-189,Pt,78,189,,10.87,h,39132.0,10.87 h,1,β+ & EC,1.0,Ir-189,,,,,,,,,
Pt-190,Pt,78,190,,6.50E+11,y,2.0512001952e+19,0.650 Ty,1,α,1.0,Os-186,,,,,,,,,
Pt-191,Pt,78,191,,2.802,d,242092.80000000002,2.802 d,1,EC,1.0,Ir-191,,,,,,,,,
Pt-193,Pt,78,193,,50,y,1577846304.0,50 y,1,EC,1.0,Ir-193,,,,,,,,,
Pt-193m,Pt,78,193,m,4.33,d,374112.0,4.33 d,1,IT,1.0,Pt-193,,,,,,,,,
Pt-195m,Pt,78,195,m,4.02,d,347327.99999999994,4.02 d,1,IT,1.0,Pt-195,,,,,,,,,
Pt-197,Pt,78,197,,19.8915,h,71609.40000000001,19.8915 h,1,β-,1.0,Au-197,,,,,,,,,
Pt-197m,Pt,78,197,m,95.41,m,5724.599999999999,95.41 m,2,IT,0.967,Pt-197,β-,0.033,Au-197,,,,,,
Pt-199,Pt,78,199,,30.80,m,1848.0,30.80 m,1,β-,1.0,Au-199,,,,,,,,,
Pt-200,Pt,78,200,,12.5,h,45000.0,12.5 h,1,β-,1.0,Au-200,,,,,,,,,
Pt-202,Pt,78,202,,44,h,158400.0,44 h,1,β-,1.0,Au-202,,,,,,,,,
Pu-232,Pu,94,232,,33.7,m,2022.0000000000002,33.7 m,2,EC,0.77,Np-232,α,0.23,U-228,,,,,,
Pu-234,Pu,94,234,,8.8,h,31680.000000000004,8.8 h,2,EC,0.94,Np-234,α,0.06,U-230,,,,,,
Pu-235,Pu,94,235,,25.3,m,1518.0,25.3 m,2,EC,0.99997,Np-235,α,2.7e-05,U-231,,,,,,
Pu-236,Pu,94,236,,2.858,y,90189694.73664,2.858 y,2,α,1.0,U-232,SF,1.37e-09,SF,,,,,,
Pu-237,Pu,94,237,,45.2,d,3905280.0000000005,45.2 d,2,EC,1.0,Np-237,α,4.2e-05,U-233,,,,,,
Pu-238,Pu,94,238,,87.7,y,2767542417.216,87.7 y,2,α,1.0,U-234,SF,1.85e-09,SF,,,,,,
Pu-239,Pu,94,239,,2.411E+4,y,760837487788.8,24.11 ky,2,α,0.9994,U-235m,α,0.0006,U-235,,,,,,
Pu-240,Pu,94,240,,6564,y,207139662789.12003,6564 y,2,α,1.0,U-236,SF,5.75e-08,SF,,,,,,
Pu-241,Pu,94,241,,14.35,y,452841889.248,14.35 y,2,β-,0.99998,Am-241,α,2.45e-05,U-237,,,,,,
Pu-242,Pu,94,242,,3.75E+5,y,11833847280000.0,0.375 My,2,α,1.0,U-238,SF,5.54e-06,SF,,,,,,
Pu-243,Pu,94,243,,4.956,h,17841.600000000002,4.956 h,1,β-,1.0,Am-243,,,,,,,,,
Pu-244,Pu,94,244,,8.00E+7,y,2524554086400000.0,80.0 My,2,α,0.99879,U-240,SF,0.00121,SF,,,,,,
Pu-245,Pu,94,245,,10.5,h,37800.0,10.5 h,1,β-,1.0,Am-245,,,,,,,,,
Pu-246,Pu,94,246,,10.84,d,936576.0,10.84 d,1,β-,1.0,Am-246m,,,,,,,,,
Ra-219,Ra,88,219,,10,ms,0.01,10 ms,1,α,1.0,Rn-215,,,,,,,,,
Ra-220,Ra,88,220,,1.79E-2,s,0.0179,17.9 ms,1,α,1.0,Rn-216,,,,,,,,,
Ra-221,Ra,88,221,,28,s,28.0,28 s,1,α,1.0,Rn-217,,,,,,,,,
Ra-222,Ra,88,222,,38.0,s,38.0,38.0 s,1,α,1.0,Rn-218,,,,,,,,,
Ra-223,Ra,88,223,,11.43,d,987552.0,11.43 d,1,α,1.0,Rn-219,,,,,,,,,
Ra-224,Ra,88,224,,3.66,d,316224.0,3.66 d,1,α,1.0,Rn-220,,,,,,,,,
Ra-225,Ra,88,225,,14.9,d,1287360.0,14.9 d,1,β-,1.0,Ac-225,,,,,,,,,
Ra-226,Ra,88,226,,1600,y,50491081728.0,1600 y,1,α,1.0,Rn-222,,,,,,,,,
Ra-227,Ra,88,227,,42.2,m,2532.0,42.2 m,1,β-,1.0,Ac-227,,,,,,,,,
Ra-228,Ra,88,228,,5.75,y,181452324.96,5.75 y,1,β-,1.0,Ac-228,,,,,,,,,
Ra-230,Ra,88,230,,93,m,5580.0,93 m,1,β-,1.0,Ac-230,,,,,,,,,
Rb-77,Rb,37,77,,3.77,m,226.2,3.77 m,1,β+ & EC,1.0,Kr-77,,,,,,,,,
Rb-78,Rb,37,78,,17.66,m,1059.6,17.66 m,1,β+ & EC,1.0,Kr-78,,,,,,,,,
Rb-78m,Rb,37,78,m,5.74,m,344.40000000000003,5.74 m,2,IT,0.1,Rb-78,β+ & EC,0.9,Kr-78,,,,,,
Rb-79,Rb,37,79,,22.9,m,1374.0,22.9 m,1,β+ & EC,1.0,Kr-79,,,,,,,,,
Rb-80,Rb,37,80,,33.4,s,33.4,33.4 s,1,β+ & EC,1.0,Kr-80,,,,,,,,,
Rb-81,Rb,37,81,,4.576,h,16473.6,4.576 h,2,β+ & EC,0.95691,Kr-81m,β+ & EC,0.043091,Kr-81,,,,,,
Rb-81m,Rb,37,81,m,30.5,m,1830.0,30.5 m,3,IT,0.976,Rb-81,β+ & EC,0.023786,Kr-81,β+ & EC,0.00021355,Kr-81m,,,
Rb-82,Rb,37,82,,1.273,m,76.38,1.273 m,1,β+ & EC,1.0,Kr-82,,,,,,,,,
Rb-82m,Rb,37,82,m,6.472,h,23299.2,6.472 h,1,β+ & EC,1.0,Kr-82,,,,,,,,,
Rb-83,Rb,37,83,,86.2,d,7447680.0,86.2 d,2,EC,0.74292,Kr-83m,EC,0.25708,Kr-83,,,,,,
Rb-84,Rb,37,84,,32.77,d,2831328.0000000005,32.77 d,2,β+ & EC,0.962,Kr-84,β-,0.038,Sr-84,,,,,,
Rb-84m,Rb,37,84,m,20.26,m,1215.6000000000001,20.26 m,1,IT,1.0,Rb-84,,,,,,,,,
Rb-86,Rb,37,86,,18.642,d,1610668.8,18.642 d,2,β-,0.99995,Sr-86,EC,5.2e-05,Kr-86,,,,,,
Rb-86m,Rb,37,86,m,1.017,m,61.019999999999996,1.017 m,1,IT,1.0,Rb-86,,,,,,,,,
Rb-87,Rb,37,87,,4.923E10,y,1.5535474709184e+18,49.23 By,1,β-,1.0,Sr-87,,,,,,,,,
Rb-88,Rb,37,88,,17.78,m,1066.8000000000002,17.78 m,1,β-,1.0,Sr-88,,,,,,,,,
Rb-89,Rb,37,89,,15.15,m,909.0,15.15 m,1,β-,1.0,Sr-89,,,,,,,,,
Rb-90,Rb,37,90,,158,s,158.0,158 s,1,β-,1.0,Sr-90,,,,,,,,,
Rb-90m,Rb,37,90,m,258,s,258.0,258 s,2,β-,0.974,Sr-90,IT,0.026,Rb-90,,,,,,
Re-178,Re,75,178,,13.2,m,792.0,13.2 m,1,β+ & EC,1.0,W-178,,,,,,,,,
Re-179,Re,75,179,,19.5,m,1170.0,19.5 m,2,β+ & EC,0.76079,W-179,β+ & EC,0.23921,W-179m,,,,,,
Re-180,Re,75,180,,2.44,m,146.4,2.44 m,1,β+ & EC,1.0,W-180,,,,,,,,,
Re-181,Re,75,181,,19.9,h,71640.0,19.9 h,1,β+ & EC,1.0,W-181,,,,,,,,,
Re-182,Re,75,182,,64.0,h,230400.0,64.0 h,1,EC,1.0,W-182,,,,,,,,,
Re-182m,Re,75,182,m,12.7,h,45720.0,12.7 h,1,β+ & EC,1.0,W-182,,,,,,,,,
Re-183,Re,75,183,,70.0,d,6048000.0,70.0 d,1,EC,1.0,W-183,,,,,,,,,
Re-184,Re,75,184,,38.0,d,3283200.0,38.0 d,1,β+ & EC,1.0,W-184,,,,,,,,,
Re-184m,Re,75,184,m,169,d,14601600.0,169 d,2,IT,0.754,Re-184,EC,0.246,W-184,,,,,,
Re-186,Re,75,186,,3.7183,d,321261.12,3.7183 d,2,β-,0.9253,Os-186,EC,0.0747,W-186,,,,,,
Re-186m,Re,75,186,m,2.00E+5,y,6311385216000.0,0.200 My,1,IT,1.0,Re-186,,,,,,,,,
Re-187,Re,75,187,,4.12E+10,y,1.300145354496e+18,41.2 By,1,β-,1.0,Os-187,,,,,,,,,
Re-188,Re,75,188,,17.0040,h,61214.4,17.0040 h,1,β-,1.0,Os-188,,,,,,,,,
Re-188m,Re,75,188,m,18.59,m,1115.4,18.59 m,1,IT,1.0,Re-188,,,,,,,,,
Re-189,Re,75,189,,24.3,h,87480.0,24.3 h,2,β-,0.12211,Os-189m,β-,0.87789,Os-189,,,,,,
Re-190,Re,75,190,,3.1,m,186.0,3.1 m,1,β-,1.0,Os-190,,,,,,,,,
Re-190m,Re,75,190,m,3.2,h,11520.0,3.2 h,2,IT,0.456,Re-190,β-,0.544,Os-190,,,,,,
Rh-100,Rh,45,100,,20.8,h,74880.0,20.8 h,1,β+ & EC,1.0,Ru-100,,,,,,,,,
Rh-100m,Rh,45,100,m,4.6,m,276.0,4.6 m,2,IT,0.983,Rh-100,β+ & EC,0.017,Ru-100,,,,,,
Rh-101,Rh,45,101,,3.3,y,104137856.064,3.3 y,1,EC,1.0,Ru-101,,,,,,,,,
Rh-101m,Rh,45,101,m,4.34,d,374976.0,4.34 d,2,IT,0.064,Rh-101,EC,0.936,Ru-101,,,,,,
Rh-102,Rh,45,102,,207,d,17884800.0,207 d,2,β+ & EC,0.78,Ru-102,β-,0.22,Pd-102,,,,,,
Rh-102m,Rh,45,102,m,3.742,y,118086017.39136,3.742 y,2,IT,0.00233,Rh-102,β+ & EC,0.99767,Ru-102,,,,,,
Rh-103m,Rh,45,103,m,56.114,m,3366.8399999999997,56.114 m,1,IT,1.0,Rh-103,,,,,,,,,
Rh-104,Rh,45,104,,42.3,s,42.3,42.3 s,2,β-,0.9955,Pd-104,EC,0.0045,Ru-104,,,,,,
Rh-104m,Rh,45,104,m,4.34,m,260.4,4.34 m,2,IT,0.9987,Rh-104,β-,0.0013,Pd-104,,,,,,
Rh-105,Rh,45,105,,35.36,h,127296.0,35.36 h,1,β-,1.0,Pd-105,,,,,,,,,
Rh-106,Rh,45,106,,29.80,s,29.8,29.80 s,1,β-,1.0,Pd-106,,,,,,,,,
Rh-106m,Rh,45,106,m,131,m,7860.0,131 m,1,β-,1.0,Pd-106,,,,,,,,,
Rh-107,Rh,45,107,,21.7,m,1302.0,21.7 m,1,β-,1.0,Pd-107,,,,,,,,,
Rh-108,Rh,45,108,,16.8,s,16.8,16.8 s,1,β-,1.0,Pd-108,,,,,,,,,
Rh-109,Rh,45,109,,80,s,80.0,80 s,1,β-,1.0,Pd-109,,,,,,,,,
Rh-94,Rh,45,94,,70.6,s,70.6,70.6 s,1,β+ & EC,1.0,Ru-94,,,,,,,,,
Rh-95,Rh,45,95,,5.02,m,301.2,5.02 m,1,β+ & EC,1.0,Ru-95,,,,,,,,,
Rh-95m,Rh,45,95,m,1.96,m,117.6,1.96 m,2,IT,0.88,Rh-95,β+ & EC,0.12,Ru-95,,,,,,
Rh-96,Rh,45,96,,9.90,m,594.0,9.90 m,1,β+ & EC,1.0,Ru-96,,,,,,,,,
Rh-96m,Rh,45,96,m,1.51,m,90.6,1.51 m,2,IT,0.6,Rh-96,β+ & EC,0.4,Ru-96,,,,,,
Rh-97,Rh,45,97,,30.7,m,1842.0,30.7 m,1,β+ & EC,1.0,Ru-97,,,,,,,,,
Rh-97m,Rh,45,97,m,46.2,m,2772.0,46.2 m,2,β+ & EC,0.944,Ru-97,IT,0.056,Rh-97,,,,,,
Rh-98,Rh,45,98,,8.7,m,522.0,8.7 m,1,β+ & EC,1.0,Ru-98,,,,,,,,,
Rh-99,Rh,45,99,,16.1,d,1391040.0000000002,16.1 d,1,β+ & EC,1.0,Ru-99,,,,,,,,,
Rh-99m,Rh,45,99,m,4.7,h,16920.0,4.7 h,1,β+ & EC,1.0,Ru-99,,,,,,,,,
Rn-207,Rn,86,207,,9.25,m,555.0,9.25 m,2,β+ & EC,0.79,At-207,α,0.21,Po-203,,,,,,
Rn-209,Rn,86,209,,28.5,m,1710.0,28.5 m,2,β+ & EC,0.83,At-209,α,0.17,Po-205,,,,,,
Rn-210,Rn,86,210,,2.4,h,8640.0,2.4 h,2,α,0.96,Po-206,EC,0.04,At-210,,,,,,
Rn-211,Rn,86,211,,14.6,h,52560.0,14.6 h,2,β+ & EC,0.726,At-211,α,0.274,Po-207,,,,,,
Rn-212,Rn,86,212,,23.9,m,1434.0,23.9 m,1,α,1.0,Po-208,,,,,,,,,
Rn-215,Rn,86,215,,2.30,μs,2.2999999999999996e-06,2.30 μs,1,α,1.0,Po-211,,,,,,,,,
Rn-216,Rn,86,216,,4.5E-5,s,4.5e-05,45 μs,1,α,1.0,Po-212,,,,,,,,,
Rn-217,Rn,86,217,,5.40E-4,s,0.00054,0.540 ms,1,α,1.0,Po-213,,,,,,,,,
Rn-218,Rn,86,218,,3.5E-2,s,0.035,35 ms,1,α,1.0,Po-214,,,,,,,,,
Rn-219,Rn,86,219,,3.96,s,3.96,3.96 s,1,α,1.0,Po-215,,,,,,,,,
Rn-220,Rn,86,220,,55.6,s,55.6,55.6 s,1,α,1.0,Po-216,,,,,,,,,
Rn-222,Rn,86,222,,3.8235,d,330350.4,3.8235 d,1,α,1.0,Po-218,,,,,,,,,
Rn-223,Rn,86,223,,24.3,m,1458.0,24.3 m,1,β-,1.0,Fr-223,,,,,,,,,
Ru-103,Ru,44,103,,39.26,d,3392064.0,39.26 d,2,β-,0.98755,Rh-103m,β-,0.012453,Rh-103,,,,,,
Ru-105,Ru,44,105,,4.44,h,15984.000000000002,4.44 h,1,β-,1.0,Rh-105,,,,,,,,,
Ru-106,Ru,44,106,,373.59,d,32278175.999999996,373.59 d,1,β-,1.0,Rh-106,,,,,,,,,
Ru-107,Ru,44,107,,3.75,m,225.0,3.75 m,1,β-,1.0,Rh-107,,,,,,,,,
Ru-108,Ru,44,108,,4.55,m,273.0,4.55 m,1,β-,1.0,Rh-108,,,,,,,,,
Ru-92,Ru,44,92,,3.65,m,219.0,3.65 m,1,β+ & EC,1.0,Tc-92,,,,,,,,,
Ru-94,Ru,44,94,,51.8,m,3108.0,51.8 m,1,β+ & EC,1.0,Tc-94m,,,,,,,,,
Ru-95,Ru,44,95,,1.643,h,5914.8,1.643 h,2,β+ & EC,0.97387,Tc-95,β+ & EC,0.026131,Tc-95m,,,,,,
